1GLOBALBOND,1 A.M. GLOBAL OPPORTUNITY BOND FUND,ONE ASSET MANAGEMENT LIMITED,-,SM,-,-,-,18578400.59,8.763,9/1/2023,-0.0266,0.0047,-0.009,-0.0162,-0.0082,-0.0611,-0.0634,-0.0487,-0.0266,-0.0713,-0.2028,-0.2306,-0.3007,5.77,4.23,4.61,4.02,06/2023,-,-,100.96,-,1.94,-,-,-2.9,0.54,0,0.54,0,0.842625,0.8,4.28,0.94,-,-
1S-LTF-NT,1 A.M. Selective Long Term Equity Fund,ONE ASSET MANAGEMENT LIMITED,-,AM,Yes,-,-,34845.64,21.0318,9/5/2023,-0.0473,-0.0166,0.0115,0.0283,0.003,-0.0175,0.0518,-%,-%,-0.1157,-0.1169,-%,-%,10.76,13.03,-,-,06/2023,98.57,-,-,-,1.43,-,-,-,1.07,1.07,0.27,0,2.04798,2.05,6.42,2.19,-,-
1S-LTF-T,1 A.M. Selective Long Term Equity Fund,ONE ASSET MANAGEMENT LIMITED,-,AM,Yes,-,LTF,331078733.2,21.0769,9/5/2023,-0.0474,-0.0166,0.0115,0.0283,0.0029,-0.0176,0.0537,-0.0087,0.0322,-0.1158,-0.1166,-0.3837,-0.399,10.76,13.03,16.96,15.24,06/2023,98.57,-, - ,-,1.43,-,-,-,1.07,0,0.27,0,2.04798,2.05,6.42,2.19,-,-
1SG-LTF-NT,1 A.M. Selective Growth Long Term Equity Fund,ONE ASSET MANAGEMENT LIMITED,-,AM,No,-,-,106090.1,35.4354,9/5/2023,-0.0472,-0.0166,0.0116,0.0283,0.0029,-0.0173,0.0572,-%,-%,-0.1156,-0.1156,-%,-%,10.76,12.97,-,-,06/2023,98.58,-,-,-,1.42,-,-,-,1.07,1.07,0.27,0,2.04798,2.05,6.42,2.19,-,-
1SG-LTF-T,1 A.M. Selective Growth Long Term Equity Fund,ONE ASSET MANAGEMENT LIMITED,-,AM,No,-,LTF,835786463,35.4321,9/5/2023,-0.0472,-0.0166,0.0116,0.0283,0.0029,-0.0173,0.0572,-0.0053,0.0365,-0.1156,-0.1156,-0.3719,-0.3863,10.76,12.97,16.55,14.91,06/2023,98.58,-,-,-,1.42,-,-,-,1.07,0,0.27,0,2.04798,2.05,6.42,2.19,-,-
1SMART-LTF,1 A.M. Smart Long Term Equity Fund,ONE ASSET MANAGEMENT LIMITED,-,AM,-,-,LTF,53874548.56,9.5735,9/5/2023,0.0043,-0.0019,0.0008,-0.001,-0.0037,-0.0121,-0.0134,-0.0227,-0.0143,-0.0176,-0.0467,-0.1179,-0.1484,2.61,2.91,3.64,3.43,06/2023,84.86,-,-,-,15.14,-,-,0,1.07,0.25,1.07,0.25,1.94954,1.77,6.42,1.91,-,-
1US-OPP,1 A.M. US Recovery Opportunity Fund ,ONE ASSET MANAGEMENT LIMITED,-,SM,-,-,-,60776436.42,17.5214,9/4/2023,0.1393,0.0162,-0.0022,0.0276,0.0931,0.0624,0.0143,0.0462,0.0892,-0.1351,-0.2973,-0.3054,-0.3054,18.63,18.97,21.77,17.77,06/2023,29.45,-,68.27,-,4.67,-,-,-2.39,2.14,1.5,2.14,0,2.247,2.14,6.42,2.28,-,-
1VAL-IA,1 A.M. VALUED STOCK FUND - DIVIDEND,ONE ASSET MANAGEMENT LIMITED,-,AM,No,-,-,-,-,-,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,06/2023,95.75,-,-,-,4.25,-,-,-,-,-,-,-,-,-,-,-,-,-
1VAL-ID,1 A.M. VALUED STOCK FUND - DIVIDEND,ONE ASSET MANAGEMENT LIMITED,-,AM,Yes,-,-,-,-,-,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,06/2023,95.75,-,-,-,4.25,-,-,-,-,-,-,-,-,-,-,-,-,-
1VAL-RA,1 A.M. VALUED STOCK FUND - DIVIDEND,ONE ASSET MANAGEMENT LIMITED,-,AM,No,-,-,-,-,-,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,06/2023,95.75,-,-,-,4.25,-,-,-,-,-,-,-,-,-,-,-,-,-
1VAL-RD,1 A.M. VALUED STOCK FUND - DIVIDEND,ONE ASSET MANAGEMENT LIMITED,-,AM,Yes,-,-,293980204.5,13.0022,9/5/2023,-0.0652,-0.0167,0.0076,0.0288,-0.0123,-0.0557,-0.0002,-0.0354,0.015,-0.1277,-0.1496,-0.3663,-0.3878,10.66,12.6,14.87,13.6,06/2023,95.75,-,-,-,4.25,-,-,-,0.54,0.27,0.27,0.25,2.04798,2.05,6.42,2.19,-,-
70/30-D LTF,70/30 - Dividend Long Term Equity Fund,UOB ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,EQGEN,AM,-,6,LTF,642213915.8,16.9729,9/5/2023,-0.0468,-0.0105,0.0149,0.0099,-0.0138,-0.0281,0.0339,-0.0158,0.0219,-0.0941,-0.113,-0.2862,-0.3136,7.82,9.43,11.79,11.04,07/2023,69.06,-,-,-,3.87,27.07,-,-,0,0,0,0,2.14,2.14,5.35,2.32,-,-
ABAGS,abrdn American Growth – Smaller Companies Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,EQUS,AM,No,-,-,493378839.3,15.1513,9/4/2023,0.0375,0.045,-0.0087,0.0477,-0.03,0.0143,0.0403,0.0337,-%,-0.1238,-0.3582,-0.3582,-%,20.25,22.21,23.34,-,07/2023,-,-,96.32,-,2.76,-,-,0.92,3,1.5,0,0,1.8725,1.8725,2.675,2.06,-,1000
ABAGS-SSF,abrdn American Growth – Smaller Companies Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,EQUS,AM,No,-,-,1220473.48,15.1667,9/4/2023,0.0375,0.045,-0.0087,0.0477,-0.03,0.0143,-%,-%,-%,-0.1239,-%,-%,-%,20.25,-,-,-,07/2023,-,-,96.32,-,2.76,-,-,0.92,3,0,2,0,1.8725,1.8725,2.675,2.05,-,1000
ABAPAC,abrdn Asia Pacific Equity Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,EQASxJP,AM,No,-,-,943429188.5,19.1428,9/4/2023,-0.042,0.025,-0.0067,0.0084,-0.05,-0.0851,-0.038,-0.0028,0.0138,-0.1359,-0.3426,-0.3426,-0.3426,15.15,15.93,17.16,14.44,07/2023,-,-,98.74,-,1.42,-,-,-0.16,3,1.5,0,0,1.8725,1.8725,2.675,2.03,-,1000
ABAPAC-RMF,abrdn Asia Pacific Equity Retirement Mutual Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,EQASxJP,AM,-,-,RMF,560555373.9,13.5197,9/4/2023,-0.0436,0.0247,-0.0067,0.0085,-0.0501,-0.0862,-0.0384,-0.0036,0.013,-0.1357,-0.3418,-0.3418,-0.3418,15.14,15.9,17.09,14.39,07/2023,-,-,97.86,-,2.34,-,-,-0.2,3,0,1,1,1.8725,1.8725,2.675,2.05,-,-
ABAPAC-SSF,abrdn Asia Pacific Equity Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,EQASxJP,AM,No,-,-,3324671.5,19.1402,9/4/2023,-0.0421,0.025,-0.0067,0.0084,-0.05,-0.0851,-%,-%,-%,-0.1359,-%,-%,-%,15.15,-,-,-,07/2023,-,-,98.74,-,1.42,-,-,-0.16,3,0,2,0,1.8725,1.8725,2.675,2.02,-,1000
ABCA-A,abrdn China A Share Sustainable Equity Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,-,AN,No,-,-,390681426.2,9.4141,9/4/2023,-%,0.0351,-0.0688,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,-,97.12,-,2.17,-,-,0.72,-,-,-,-,1.8725,-,2.675,-,-,1000
ABCA-D,abrdn China A Share Sustainable Equity Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,-,AN,Yes,-,-,-,-,-,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,-,97.12,-,2.17,-,-,0.72,-,-,-,-,1.8725,-,2.675,-,-,1000
ABCA-SSF,abrdn China A Share Sustainable Equity Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,-,AN,No,-,-,-,-,-,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,-,97.12,-,2.17,-,-,0.72,-,-,-,-,1.8725,-,2.675,-,-,1000
ABCC,abrdn Cash Creation Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,FIXMMGOV,AM,-,-,-,619920251.6,18.106,9/5/2023,0.0062,0.0003,0.0011,0.0032,0.0053,0.0071,0.0021,0.0047,0.0085,-0.0004,-0.0016,-0.0016,-0.0016,0.06,0.06,0.07,0.07,07/2023,-,7.32,-,-,6.35,86.33,-,-,0,0,0,0,0.6955,0.214,1.07,0.34,-,-
ABCG,abrdn All China Sustainable Equity Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,EQCH,AM,No,-,-,229756133.6,11.2826,9/4/2023,-0.1571,0.0499,-0.0505,-0.0098,-0.1601,-0.1637,-0.1531,-0.0492,-0.0088,-0.2848,-0.5656,-0.5656,-0.5656,28.1,29.07,26.8,21.14,07/2023,-,-,97.51,-,1.63,-,-,0.86,3,1.5,0,0,1.8725,1.8725,2.675,2.05,-,1000
ABCG-SSF,abrdn All China Sustainable Equity Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,EQCH,AM,No,-,-,3662615.55,11.268,9/4/2023,-0.157,0.0499,-0.0505,-0.0098,-0.1601,-0.1636,-%,-%,-%,-0.2847,-%,-%,-%,28.1,-,-,-,07/2023,-,-,97.51,-,1.63,-,-,0.86,3,0,2,0,1.8725,1.8725,2.675,2.03,-,1000
ABCNEXT-A,abrdn China Next Generation Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,-,AN,No,-,-,81605352.61,8.0779,9/4/2023,-0.1656,0.0553,-0.0795,-0.0932,-0.2024,-0.1913,-%,-%,-%,-0.2878,-%,-%,-%,24.63,-,-,-,07/2023,-,-,98.52,-,2.01,-,-,-0.54,-,-,-,-,1.8725,-,2.675,-,-,1000
ABCNEXT-D,abrdn China Next Generation Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,-,AN,Yes,-,-,-,-,-,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,-,98.52,-,2.01,-,-,-0.54,-,-,-,-,1.8725,-,2.675,-,-,1000
ABCNEXT-SSF,abrdn China Next Generation Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,-,AN,No,-,-,2317443.09,8.0802,9/4/2023,-0.1655,0.0553,-0.0795,-0.0931,-0.2023,-0.191,-%,-%,-%,-0.2878,-%,-%,-%,24.68,-,-,-,07/2023,-,-,98.52,-,2.01,-,-,-0.54,-,-,-,-,1.8725,-,2.675,-,-,1000
ABEG,abrdn European Sustainable Equity Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,EQEU,AM,-,-,-,107138514.1,11.7108,9/4/2023,0.115,0.0128,-0.0119,-0.0326,0.028,0.1273,0.0309,0.045,0.0401,-0.1106,-0.2902,-0.2902,-0.2902,19.82,20.17,20.35,17.67,07/2023,-,-,98.64,-,1.36,-,-,-,3,1.5,0,0,1.8725,1.8725,2.675,2.09,-,-
ABFC,abrdn Flexible Capital Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,MIXMOD,AM,-,-,-,162260110.2,6.4964,9/5/2023,0.0444,-0.0112,0.0252,-0.0104,0.0214,0.0205,0.0359,-0.0099,0.0147,-0.0712,-0.146,-0.2926,-0.2935,10.74,13.32,13.18,10.84,07/2023,63.6,14.09,-,-,3.62,18.69,-,-,0.25,0.25,0.25,0.25,1.07,1.07,2.675,1.27,-,-
ABFI-MF PVD,abrdn Fixed Income Fund for Provident Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,FIXMIDGEN,AM,-,-,-,-,-,-,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,41.19,-,-,0.63,58.18,-,-,0,0,0,0,0.8025,0.321,2.14,0.46,-,-
ABFTH,The ABF Thailand Bond Index Fund,KASIKORN ASSET MANAGEMENT COMPANY LIMITED,FIXLONGGEN,PM,-,-,-,11519039842,1255.68,9/5/2023,0.0074,-0.0029,-0.0076,-0.0194,-0.0071,0.0267,-0.0232,0.0069,0.0155,-0.0336,-0.1555,-0.1889,-0.1889,3.15,3.39,3.76,3.25,07/2023,-,7.34,-,-,0.04,92.62,-,-,-,-,-,-,1.07,0.11,2.57,0.31,-,-
ABG,abrdn Growth Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,EQGEN,AM,-,-,-,2287086959,103.2217,9/5/2023,-0.052,-0.0173,0.0187,0.0017,-0.0134,-0.0358,0.021,-0.0405,0.0038,-0.1194,-0.1194,-0.4394,-0.4394,10.86,12.38,16.44,13.98,07/2023,98.38,-,-,0.01,1.61,-,-,-,0,0,1,1,1.8725,1.8725,2.675,2.03,-,-
ABGDD-A,abrdn Global Dynamic Dividend Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,-,AN,No,-,-,957059566.6,9.3246,9/4/2023,0.0359,0.0176,-0.0102,0.0117,0.0185,0.0607,-%,-%,-%,-0.1217,-%,-%,-%,15,-,-,-,07/2023,-,-,98.21,-,2.29,-,-,-0.5,-,-,-,-,1.8725,-,2.675,-,-,1000
ABGDD-R,abrdn Global Dynamic Dividend Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,-,AN,No,-,-,146452746.3,9.3103,9/4/2023,0.0355,0.0176,-0.0102,0.0115,0.0182,0.0599,-%,-%,-%,-0.1218,-%,-%,-%,14.99,-,-,-,07/2023,-,-,98.21,-,2.29,-,-,-0.5,-,-,-,-,1.8725,-,2.675,-,-,1000
ABGDD-RMF,abrdn Global Dynamic Dividend Retirement Mutual Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,-,AN,-,-,RMF,9585186.18,10.4459,9/4/2023,0.0332,0.0172,-0.0109,0.0095,0.015,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,-,97.48,-,2.78,-,-,-0.26,-,-,-,-,1.8725,-,2.675,-,-,-
ABGDD-SSF,abrdn Global Dynamic Dividend Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,-,AN,No,-,-,22962113.99,9.3088,9/4/2023,0.0354,0.0176,-0.0102,0.0116,0.0182,0.0599,-%,-%,-%,-0.1218,-%,-%,-%,15,-,-,-,07/2023,-,-,98.21,-,2.29,-,-,-0.5,-,-,-,-,1.8725,-,2.675,-,-,1000
ABGEM,abrdn Global Emerging Growth Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,EQGEM,AM,-,-,-,205336411.8,13.9048,9/4/2023,0.0004,0.0167,-0.0174,0.0003,-0.0108,-0.0152,-0.0173,0.0087,0.0135,-0.1355,-0.3663,-0.3663,-0.3672,18.32,17.99,19.19,16.59,07/2023,-,-,96.56,-,2.55,-,-,0.89,3,1.5,0,0,1.8725,1.8725,2.675,2.06,-,-
ABGS-A,abrdn Global Small Cap Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,-,AN,No,-,-,79372362.24,7.0732,9/4/2023,0.0243,0.037,-0.0009,0.0049,-0.0485,-0.0004,-%,-%,-%,-0.1564,-%,-%,-%,20.18,-,-,-,07/2023,-,-,98.36,-,0.66,-,-,0.98,-,-,-,-,1.8725,-,2.675,-,-,1000
ABGS-D,abrdn Global Small Cap Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,-,AN,Yes,-,-,-,-,-,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,-,98.36,-,0.66,-,-,0.98,-,-,-,-,1.8725,-,2.675,-,-,1000
ABGS-SSF,abrdn Global Small Cap Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,-,AN,No,-,-,1760483.9,7.0831,9/4/2023,0.0245,0.0371,-0.0009,0.005,-0.0484,-0.0001,-%,-%,-%,-0.1565,-%,-%,-%,20.18,-,-,-,07/2023,-,-,98.36,-,0.66,-,-,0.98,-,-,-,-,1.8725,-,2.675,-,-,1000
ABIG,abrdn India Growth Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,EQIN,AM,-,-,-,301244379.9,20.9743,9/4/2023,0.0875,0.0065,0.0218,0.0651,0.1009,-0.031,0.1105,0.0384,0.0922,-0.1864,-0.2585,-0.3514,-0.3783,11.57,16.55,19.46,17.21,07/2023,-,-,98.08,-,1.92,-,-,-,3,1.5,0,0,1.8725,1.8725,2.675,2.05,-,-
ABINC,abrdn Income Creation Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,FIXMIDGEN,AM,No,-,-,102746544.2,11.6173,9/5/2023,0.0034,0,0.0009,0.0022,0.0035,0.0052,0.0004,0.0076,0.0126,-0.0042,-0.0143,-0.0143,-0.0143,0.28,0.33,0.39,0.35,07/2023,-,37.05,-,-,9.88,53.08,-,-,0,0,0,0,0.8025,0.321,2.14,0.52,-,-
ABINCSSF,abrdn Income Creation Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,FIXMIDGEN,AM,No,-,-,-,-,-,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,37.05,-,-,9.88,53.08,-,-,-,-,-,-,-,-,-,-,-,1000
ABINNO-A,abrdn Global Innovation Equity Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,-,AN,No,-,-,53830074.69,8.6928,9/4/2023,0.0363,0.0341,-0.0276,-0.042,-0.0278,0.0208,-%,-%,-%,-0.1684,-%,-%,-%,23.78,-,-,-,07/2023,-,-,98.65,-,2.01,-,-,-0.65,-,-,-,-,1.8725,-,2.675,-,-,1000
ABINNO-D,abrdn Global Innovation Equity Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,-,AN,Yes,-,-,-,-,-,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,-,98.65,-,2.01,-,-,-0.65,-,-,-,-,1.8725,-,2.675,-,-,1000
ABINNO-SSF,abrdn Global Innovation Equity Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,-,AN,No,-,-,1446535.6,8.698,9/4/2023,0.0365,0.0341,-0.0275,-0.0419,-0.0277,0.0211,-%,-%,-%,-0.1684,-%,-%,-%,23.78,-,-,-,07/2023,-,-,98.65,-,2.01,-,-,-0.65,-,-,-,-,1.8725,-,2.675,-,-,1000
ABJO,abrdn Japanese Sustainable Equity Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,EQJP,AM,-,-,-,228590299.3,14.0545,9/4/2023,0.1387,0.0297,0.0202,0.0046,0.103,0.0672,0.0032,0.0107,0.0336,-0.119,-0.3563,-0.3563,-0.3563,16.85,18,19.34,17.4,07/2023,-,-,98.6,-,1.4,-,-,-,3,1.5,0,0,1.8725,1.8725,2.675,2.06,-,-
ABLTF,abrdn Long Term Equity Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,EQGEN,AM,-,-,LTF,6885897976,40.3475,9/5/2023,-0.0578,-0.016,0.0204,0.0048,-0.0122,-0.0386,0.0226,-0.0434,0.0047,-0.1227,-0.1227,-0.4484,-0.4484,10.67,12.55,16.75,14.32,07/2023,96.98,-,-,0.01,3.01,-,-,-,0,0,1,0.25,1.8725,1.8725,2.675,2.04,-,-
ABLTF 70/30,abrdn Long Term Equity Fund 70/30,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,EQGEN,AM,-,-,LTF,374009124,10.4671,9/5/2023,0.0454,-0.0117,0.0263,-0.0098,0.0242,0.012,0.0382,-0.0114,-%,-0.0698,-0.0867,-0.3195,-%,9.47,10.04,11.84,-,07/2023,67.72,-,-,-,2.1,30.18,-,-,0,0,1,0.25,1.7655,1.7655,2.675,1.97,-,-
ABMM-MF PVD,abrdn Money Market Fund for Provident Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,FIXMMGEN,AM,-,-,-,-,-,-,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,-,-,-,1.25,98.75,-,-,0,0,0,0,0.6955,0.214,1.07,0.33,-,-
ABPCAP-A,abrdn Listed Private Capital Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,-,AN,No,-,-,114939355.7,9.6675,9/4/2023,0.1335,0.0341,0.0105,0.0657,0.0619,0.1212,-%,-%,-%,-0.1665,-%,-%,-%,21.37,-,-,-,07/2023,-,-,97.01,-,2.44,-,-,0.55,-,-,-,-,1.8725,-,2.675,-,-,1000
ABPCAP-D,abrdn Listed Private Capital Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,-,AN,Yes,-,-,-,-,-,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,-,97.01,-,2.44,-,-,0.55,-,-,-,-,1.8725,-,2.675,-,-,1000
ABPCAP-SSF,abrdn Listed Private Capital Fund,ABERDEEN ASSET MANAGEMENT (THAILAND) COMPANY LIMITED,-,AN,No,-,-,5060525.11,9.6691,9/4/2023,0.1336,0.0342,0.0105,0.0658,0.0619,0.1213,-%,-%,-%,-0.1665,-%,-%,-%,21.37,-,-,-,07/2023,-,-,97.01,-,2.44,-,-,0.55,-,-,-,-,1.8725,-,2.675,-,-,1000
